iter	RMSE
353	333.2432692
354	333.1454321
355	333.0795795
356	332.8977034
357	332.8029508
358	332.7531732
359	332.6114688
360	332.5201248
361	332.4314239
362	332.2600788
363	332.2119247
364	332.1653836
365	332.0626841
366	332.002289
367	331.9384013
368	331.8740193
369	331.7258476
370	331.6633916
371	331.6068539
372	331.5208395
373	331.4604344
374	331.1467697
375	331.1016521
376	331.0437334
377	330.8983842
378	330.8050081
379	330.6476149
380	330.6039405
381	330.4749772
382	330.3915583
383	330.3492821
384	330.2940156
385	330.1543883
386	330.0736606
387	329.9489049
388	329.8924644
389	329.8362553
390	329.7813398
391	329.7286526
392	329.6890224
393	329.6356895
394	329.5054554
395	329.333153
396	329.2817216
397	329.2020958
398	329.1263652
399	329.0753707
400	329.0265491
401	328.953318
402	328.8286136
403	328.7788773
404	328.7067924
405	328.5953291
406	328.5476037
407	328.4789967
408	328.3151178
409	328.1195815
410	328.0823771
411	327.9690699
412	327.9149164
413	327.8645161
414	327.8178915
415	327.6993856
416	327.5984534
417	327.5002901
418	327.3466957
419	327.1995503
420	327.0962024
421	326.8983466
422	326.7753999
423	326.7301031
424	326.6859034
425	326.6409958
426	326.1171161
427	325.9388493
428	325.7886085
429	325.6715303
430	325.6276444
431	325.5607216
432	325.4960035
433	325.323445
434	325.1903859
435	325.0505246
436	324.9352814
437	324.8927603
438	324.7896698
439	324.7259737
440	324.683499
441	324.5902357
442	324.5422959
443	324.3806726
444	324.3025492
445	324.1774702
446	324.1167102
447	324.0849037
448	324.043392
449	323.9223859
450	323.815947
451	323.7570859
452	323.4579679
453	323.4193886
454	323.3624122
455	323.3214115
456	323.2817442
457	323.1633485
458	323.1082321
459	322.9980083
460	322.8883781
461	322.5903172
462	322.5529375
463	322.4419814
464	322.4061722
465	322.3609162
466	322.3224558
467	322.0734678
468	321.9672537
469	321.9238573
470	321.8866173
471	321.783869
472	321.7455422
473	321.6461564
474	321.6171011
475	321.5749361
476	321.4800207
477	321.383849
478	321.2909299
479	321.2629086
480	321.2093047
481	321.076765
482	320.9917638
483	320.9553428
484	320.8544462
485	320.8273298
486	320.6875821
487	320.6356775
488	320.6014253
489	320.3326069
490	320.0736839
491	319.9892008
492	319.9541529
493	319.7073287
494	319.4694333
495	319.2400705
496	319.1657002
497	318.9468445
498	318.7357342
499	318.5320456
500	318.3354738
501	318.1457318
502	318.0846901
503	317.9034248
504	317.8459954
505	317.6727705
506	317.5054992
507	317.453563
508	317.2936412
509	317.2445966
510	317.155025
511	317.0020422
512	316.8542743
513	316.7115271
514	316.5736153
515	316.4403624
516	316.3115999
517	316.1871667
518	316.0669087
519	315.9506785
520	315.8383347
521	315.7297417
522	315.6904761
523	315.5854869
524	315.4839941
525	315.3858775
526	315.2910215
527	315.199315
528	315.1106509
529	315.0595037
530	315.0225999
531	314.9368465
532	314.8539343
533	314.7503437
534	314.6719893
535	314.5962306
536	314.52298
537	314.4463563
538	314.3542402
539	313.8464502
540	313.8107357
541	313.7611033
542	313.6780713
543	313.6103974
544	313.3598831
545	313.3253701
546	313.2910913
547	313.2255621
548	313.1925215
549	313.1606769
550	313.1307245
551	313.1010558
552	313.0529618
553	313.0064431
554	312.9778239
555	312.9501287
556	312.9161782
557	312.8403588
558	312.7789721
559	312.7530288
560	312.695981
561	312.6112322
562	312.5866919
563	312.560098
564	312.4897503
565	312.4574845
566	312.3865926
567	312.3514895
568	312.3214668
569	312.2639279
570	312.2430317
571	312.1771841
572	312.1320856
573	312.0245462
574	311.8966594
575	311.8380771
576	311.7835673
577	311.6935009
578	311.6086469
579	311.5494259
580	311.5202903
581	311.4423163
582	311.39442
583	311.3507249
584	311.2968241
585	311.2544745
586	311.1801616
587	311.0985695
588	311.0704183
589	310.9855819
590	310.624265
591	310.5931672
592	310.5439043
593	310.4704026
594	310.4293753
595	310.3770767
596	310.337344
597	310.2772357
598	310.2504802
599	309.7242644
600	309.6668792
601	309.5906729
602	309.5230761
603	309.4656601
604	309.4407931
605	309.3595858
606	309.2889102
607	309.222148
608	309.1412171
609	309.1168401
610	309.0723932
611	309.0433737
612	309.0254847
613	308.9868874
614	308.9168275
615	308.8794779
616	308.8464413
617	308.78737
618	308.7512739
619	308.715867
620	308.6522137
621	308.6136518
622	308.5603161
623	308.4690507
624	308.3940055
625	308.3724194
626	308.3206066
627	308.2698105
628	308.2034353
629	308.1391801
630	308.0633893
631	308.0020212
632	307.9295371
633	307.8814107
634	307.850743
635	307.7668121
636	307.7341336
637	307.3201663
638	307.244202
639	307.1898595
640	306.8148258
641	306.7841475
642	306.7141665
643	306.7003952
644	306.6473273
645	306.5772389
646	306.5092408
647	306.4398911
648	306.390727
649	306.3408444
650	306.3116542
651	306.2447934
652	306.2280481
653	306.2002081
654	306.1869507
655	306.1412106
656	305.9088489
657	305.6908973
658	305.6638738
659	305.5949699
660	305.5372036
661	305.4739406
662	305.4267439
663	305.4082015
664	304.730701
665	304.704576
666	304.6414904
667	304.4158715
668	304.3883838
669	304.3608247
670	304.2871091
671	304.2313947
672	303.7981738
673	303.7101472
674	303.6362906
675	303.6245257
676	303.5581978
677	303.5117149
678	303.4651131
679	303.3944326
680	303.3317924
681	303.305005
682	303.2330403
683	303.2151009
684	303.1611166
685	303.1351991
686	303.1094852
687	302.7823993
688	302.765059
689	302.7226013
690	302.6824743
691	302.6516924
692	302.6403672
693	302.6044414
694	302.5657598
695	302.5410535
696	302.4644952
697	302.4248245
698	302.4082396
699	302.3516649
700	302.3277652
701	302.0318185
702	302.0031495
703	301.9642746
704	301.9478575
705	301.9187145
706	301.8955985
707	301.8732218
708	301.670666
709	301.654997
710	301.6160394
711	301.535557
712	301.4925207
713	301.4775182
714	301.462828
715	301.4264251
716	301.3930241
717	301.3773072
718	301.3256601
719	301.3134123
720	301.2735988
721	301.2351481
722	301.2234588
723	301.2016825
724	301.1236091
725	301.1025504
726	301.0514557
727	301.0381478
728	300.9630072
729	300.9225241
730	300.889967
731	300.8692188
732	300.8011415
733	300.7623594
734	300.7514167
735	300.7014268
736	300.6627896
737	300.6331925
738	300.6202944
739	300.5598874
740	300.4917046
741	300.4421413
742	300.3849573
743	300.3598685
744	300.3147463
745	300.2880222
746	300.2113781
747	300.1916346
748	300.1725122
749	300.1459957
750	300.0889447
751	300.0669314
752	300.0481938
753	300.03013
754	299.9818225
755	299.9568853
756	299.9207596
757	299.8774025
758	299.8330371
759	299.7845153
760	299.7576069
761	299.7485522
762	299.6944304
763	299.6557028
764	299.5834658
765	299.5586675
766	299.5218145
767	299.4925708
768	299.4271882
769	299.2260104
770	299.19062
771	299.1447015
772	299.132993
773	299.1205848
774	299.0826586
775	299.050581
776	299.0196328
777	298.9744783
778	298.9635638
779	298.9138014
780	298.8957935
781	298.864417
782	298.846662
783	298.8165477
784	298.7699342
785	298.7581502
786	298.7413003
787	298.694482
788	298.6713693
789	298.6275339
790	298.5989482
791	298.5549917
792	298.5280606
793	298.4818532
794	298.4247806
795	298.3709599
796	298.2816221
797	298.232518
798	298.2013207
799	298.1910438
800	298.1525155
801	298.1425295
802	298.1008384
803	298.084488
804	298.0686722
805	298.0427746
806	297.9970766
807	297.9802329
808	297.9569126
809	297.9421045
810	297.9277759
811	297.7958046
812	297.743663
813	297.5598441
814	297.5207833
815	297.4572665
816	297.4477693
817	297.4050587
818	297.3911862
819	297.3731642
820	297.3616359
821	297.3383101
822	297.3124614
823	297.2838916
824	297.1338554
825	297.1089813
826	297.0874608
827	297.0770029
828	297.063555
829	297.0627348
830	297.0066186
831	296.9869274
832	296.9684689
833	296.9452384
834	296.9182597
835	296.8854884
836	296.872485
837	296.8529143
838	296.8285636
839	296.7952674
840	296.786743
841	296.7719654
842	296.738403
843	296.7285853
844	296.6942197
845	296.6418381
846	296.6145853
847	296.6001365
848	296.557294
849	296.5207545
850	296.5112971
851	296.4852115
852	296.433475
853	295.7759792
854	295.729157
855	295.6915881
856	295.6777002
857	295.648327
858	295.610971
859	295.5538737
860	295.3785219
861	295.3455089
862	295.3296901
863	295.313117
864	295.2920337
865	295.2703717
866	295.2546928
867	295.2222446
868	295.1999603
869	295.1646357
870	295.1274883
871	295.0934896
872	295.0824386
873	295.05817
874	295.0382643
875	295.0092036
876	294.9910571
877	294.9549802
878	294.9400071
879	294.9205016
880	294.8933589
881	294.8488978
882	294.4976104
883	294.4713146
884	294.4704838
885	294.4536902
886	294.3987349
887	294.3919069
888	294.3750051
889	294.3624121
890	294.3309621
891	294.31933
892	294.2926157
893	294.2782929
894	293.6304619
895	293.5008168
896	293.4665205
897	293.4482356
898	293.43902
899	293.2787151
900	293.2656171
901	293.2509421
902	293.2096887
903	293.1746008
904	293.1442516
905	293.1122547
906	293.0996948
907	293.0876844
908	293.0670171
909	293.0297335
910	292.9880715
911	292.9681366
912	292.9673576
913	292.9442315
914	292.9052664
915	292.8937822
916	292.2662472
917	291.907506
918	291.9003487
919	291.8892947
920	291.8782611
921	291.8363564
922	291.8106006
923	291.7974977
924	291.7473655
925	291.7366401
926	291.6878574
927	291.6689244
928	291.658574
929	291.648007
930	291.637783
931	291.607578
932	291.5646479
933	291.5385169
934	290.9424347
935	290.7922096
936	290.7393431
937	290.6266893
938	290.6165207
939	290.6068376
940	290.573729
941	290.5719868
942	290.5622242
943	290.5429532
944	290.5247364
945	290.4929199
946	290.4786114
947	290.4553885
948	290.4261325
949	290.4072242
950	290.4052273
951	290.3872277
952	290.3638447
953	290.3214039
954	290.3198912
955	290.2947941
956	290.2665261
957	290.2499518
958	290.2366325
959	290.1944651
960	290.1937823
961	290.1645389
962	289.5881649
963	289.0308827
964	289.0262719
965	289.0208905
966	289.0118449
967	289.0050547
968	289.0023484
969	288.9631871
970	288.9402443
971	288.3537877
972	288.3287139
973	288.1864748
974	288.1791492
975	288.160205
976	288.1459204
977	288.1290455
978	288.1226551
979	288.0965484
980	287.9770794
981	287.9742484
982	287.9659327
983	287.9565419
984	287.9383608
985	287.9171378
986	287.9026985
987	287.878377
988	287.8619942
989	287.8613256
990	287.8589265
991	287.8543098
992	287.3343677
993	287.3213213
994	287.2922113
995	287.2845306
996	287.2425147
997	287.1251037
998	287.1018775
999	287.0720985
