Actual test,Predicted value
1,43.43792725
180,89.57371521
19,231.0201416
4,128.1120148
121,54.67326355
17,54.51486206
40,98.20414734
129,104.9139099
150,58.82514954
55,92.18067932
48,73.0905304
42,101.0292053
51,77.5761261
42,56.50297546
32,52.93385315
18,109.2493439
112,66.78178406
16,85.49919128
31,44.67922974
35,45.54217529
148,95.07917786
832,195.5903168
50,115.8472748
102,89.00614929
57,67.71011353
11,122.3123932
2,77.37664795
141,110.7312469
64,91.47799683
108,165.5189972
125,91.18803406
139,44.9719696
20,52.56568909
284,94.9080658
181,68.69737244
306,163.9999542
66,188.9140472
233,104.9587555
13,107.7717743
15,74.69087219
195,68.0247345
228,68.51751709
157,226.0430298
43,80.06855774
30,71.97540283
116,96.42349243
13,129.7409973
206,176.2321472
103,99.78764343
62,106.4831085
17,59.87495422
48,97.04652405
7,97.09913635
20,57.98277283
64,167.4528046
32,104.8294373
182,76.88951111
168,71.41877747
15,87.62443542
18,90.38087463
80,107.7386932
39,87.30641174
134,120.898941
4,103.5565033
73,99.33216858
286,166.3317413
7,135.600647
46,149.6218414
45,57.13822937
42,51.92515564
220,174.3543549
11,73.32624817
10,115.0180969
869,94.84016418
927,140.4073944
18,51.20365906
12,100.8332825
74,72.50917053
1,65.22917175
21,71.67947388
6,77.60697937
98,112.2354279
5,98.76635742
117,69.22842407
43,103.448761
160,57.90190125
10113,167.8171997
75,47.16923523
9,120.6715088
189,100.7256622
7,104.2412872
68,80.55238342
7,70.62559509
7,130.3551178
159,72.13012695
3229,98.14076233
56,95.58096313
168,92.7280426
32,28.9034729
28,72.01837158
6,99.83270264
83,96.75236511
106,112.6648407
16,102.5585785
8,68.30528259
40,79.66497803
212,87.25154114
56,57.75061035
209,119.7182465
59,117.9889984
8,65.40855408
55,81.77592468
96,110.9724884
2,127.4909973
6,74.64228821
12,200.2579193
30,52.23638916
47,82.04637146
10,257.2579956
81,113.7923737
209,106.4833832
19,42.31825256
50,105.945282
17,57.43531799
10,210.3651581
267,72.00172424
43,112.6716003
101,109.3084412
163,123.3632965
46,101.5059052
11,120.7718658
30,110.5839233
121,76.25559998
57,76.32054138
347,107.2008667
38,75.08970642
104,92.89814758
123,110.9554596
66,146.572937
4,66.8656311
112,127.1768341
26,117.1412811
23,55.47421265
69,111.9025269
28,73.8528595
3,77.66471863
45,55.41712952
37,165.2230072
26,60.78419495
51,147.6936188
112,156.8171387
21,110.3843842
59,128.9033966
194,77.3379364
1,137.1819916
49,66.09544373
61,61.38420105
77,75.24433899
113,77.19642639
42,95.40319824
123,132.9386749
13,92.76318359
145,118.5592041
17,81.28404236
203,89.04173279
180,114.9122162
104,83.8258667
2,180.3224945
50,101.269455
256,83.64816284
109,95.21577454
25,144.8450775
49,121.4305267
107,88.57128906
73,79.63777161
9,59.49952698
2,72.90873718
48,109.2747955
123,76.58421326
65,73.37991333
180,48.06607056
26,40.98155212
3,132.3343353
1,81.70405579
47,70.87454224
49,93.93684387
112,99.84822083
19,52.75746155
168,68.06959534
56,106.7381744
72,100.6213379
84,70.8049469
46,123.5803986
4,76.44456482
141,64.94212341
38,81.91705322
26,134.6501923
1,85.78251648
23,55.21565247
73,62.83317566
1,99.70645142
168,119.5590363
97,63.32723999
26,154.4844818
99,103.5639801
42,33.43254089
20,58.67662048
82,80.80476379
32,54.52197266
71,139.0377045
99,73.94392395
28,76.36430359
3,68.06173706
49,62.6103363
538,65.42253113
54,137.7207489
6,109.8386688
80,81.43254089
139,48.64099121
139,123.1719208
98,107.3017426
154,157.7220612
20,112.8061371
9,73.53924561
94,38.27548218
24,84.48045349
73,79.07551575
156,57.13960266
32,76.32418823
95,91.36740112
38,78.69779968
5,51.49913025
64,74.7959137
105,105.3423004
39,94.59603882
80,84.07777405
46,101.6710205
46,97.67425537
14,47.56477356
43,105.5630035
15,69.35760498
71,169.9639587
204,131.8423615
6,72.86769104
63,88.2794342
141,255.3748932
24,119.6669769
39,118.2609863
198,168.2580566
59,109.6162872
29,84.37815857
59,105.3715973
34,71.11914063
64,100.306366
203,122.6786346
34,310.4025574
71,113.735672
77,81.47740173
104,180.4390411
107,150.8286896
56,76.35211182
252,58.28703308
24,98.30784607
25,86.3899231
17,93.03504944
33,36.74298096
6,82.28636169
88,103.7334595
129,69.19502258
126,89.23036194
37,88.39402771
56,129.0801849
3,101.4329681
27,114.4979706
35,108.2179718
9,194.9172516
18,37.87190247
8,78.02894592
89,93.07141113
170,84.68406677
43,58.96272278
35,326.1052551
19,105.3191833
28,68.31990051
61,89.41444397
10,139.5610046
54,72.19371033
48,93.34436035
69,73.85423279
76,88.24884033
4,84.32719421
189,82.87376404
3,97.19291687
4,52.72163391
76,72.82286072
105,57.22361755
21,98.02784729
18,55.40364075
1,75.50462341
74,74.24382019
173,108.1607666
86,110.3006134
1,109.9329071
103,66.64613342
74,65.50689697
20,83.17666626
99,99.60246277
730,115.0295258
19,150.0357819
118,99.63983154
54,129.8227997
53,105.2872925
91,88.11431885
3,117.5827332
136,103.5992279
90,118.3504791
55,58.77531433
53,63.65632629
59,59.40837097
115,52.05702209
343,137.6489716
13,88.85624695
18,80.29370117
88,95.1831665
64,129.6506195
29,110.6235657
28,67.26133728
92,75.37886047
7,87.33772278
48,88.93214417
91,127.3462372
101,149.6872253
41,80.79078674
10,126.4011688
215,127.1845703
161,120.3516388
136,81.65010071
68,111.936203
39,62.4563446
26,103.6892242
24,75.32933044
4,55.28518677
9,66.89175415
72,78.76675415
15,62.74485779
16,56.77613831
7,130.6536102
796,134.6963348
18,139.5158997
207,67.65202332
10,64.17979431
21,75.0096283
137,88.90447998
1,58.12611389
122,120.8006439
116,72.98823547
221,86.64610291
45,56.31614685
1038,118.1869049
82,106.1867828
1,80.57582092
794,134.502182
44,75.69169617
68,79.56013489
2,52.81797791
160,123.3204193
78,149.8446808
61,208.7645721
151,174.9537506
186,79.71321106
69,80.29345703
61,139.8580475
97,47.12754822
32,83.48130798
19,90.42729187
35,48.36497498
33,83.08122253
257,72.80888367
13,46.75761414
166,78.03312683
17,119.5987854
83,71.90591431
62,75.79704285
55,83.65455627
299,151.1974945
16,54.61303711
8,121.4719086
27,62.8830719
183,117.8514252
125,98.9143219
103,135.4049988
50,87.47090149
108,98.62385559
106,80.60627747
25,71.7020874
42,118.5010834
33,75.22422791
71,217.3652649
12,49.61909485
14,97.13539124
73,84.92929077
32,49.58267212
191,100.1603699
93,82.39897156
27,54.74755859
25,47.69630432
47,127.3564758
23,51.23361206
10,120.092041
15,103.0707245
5,76.63485718
25,125.552536
1,45.15133667
154,135.9893646
55,170.3962708
263,147.7314148
19,73.94392395
221,121.0194855
50,64.35780334
9,69.25938416
7,103.9935303
13,38.70249939
36,156.2994537
15,115.0809174
328,261.7297516
5,76.21549988
225,118.5605621
7,118.5646057
112,45.86077881
13,90.13005066
60,58.42073059
54,98.43959045
95,131.2195129
134,56.15603638
11,52.44355774
258,253.2016602
2,62.85458374
28,98.98048401
20,51.55436707
221,166.5111237
49,151.9741821
105,64.76933289
22,51.33015442
99,73.94392395
6,52.09384155
38,55.37397766
93,105.2156525
196,55.8584137
16,54.62332153
94,114.0779724
81,89.57847595
136,86.79963684
84,78.3387146
82,54.67495728
17,129.3654938
2,76.03752136
145,46.048172
21,73.55123901
227,141.8473816
62,103.8303528
98,45.72721863
3,57.36381531
1,78.3551178
8,47.6449585
30,81.91705322
100,103.4294586
20,82.37690735
4,45.17964172
3,140.6652679
74,71.34169006
38,50.83825684
179,82.59371948
48,108.3716278
230,76.93185425
69,104.3700256
170,57.77549744
40,80.7481842
120,127.155899
314,95.58580017
20,185.4144745
52,115.1960449
7,75.87103271
5,61.65034485
20,58.02761841
28,156.7784576
210,105.0953217
737,338.9082031
188,72.59892273
71,70.29725647
241,98.39172363
40,68.45918274
37,79.21992493
3,52.68345642
63,89.65353394
120,82.35412598
109,83.87069702
19,49.40330505
54,72.20655823
37,48.59614563
63,56.27088928
11,59.68727112
159,152.5466614
25,90.2769165
42,76.05177307
5,125.4805603
233,97.77983093
20,50.66555786
2,52.5040741
3,76.12583923
7,95.6844635
105,73.49549866
8,100.6183319
122,69.22151184
152,95.64279175
260,154.9990082
42,123.7597656
26,117.3800354
139,80.82949829
69,81.72680664
142,57.09474182
91,74.39234924
22,54.4850769
53,87.2419281
2,113.2309418
853,171.1882782
59,103.9389191
31,298.7844391
9,75.96607971
18,157.2389679
4,114.6894989
882,188.87117
153,95.07943726
5,52.23638916
134,326.1299896
65,74.75105286
77,109.9433594
33,128.426651
65,130.1981049
0,125.458847
179,69.31117249
37,88.02952576
1118,99.89372253
6,143.9354095
202,67.22828674
105,82.88417053
17,131.5836792
19,50.08396912
76,82.67965698
53,76.72395325
15,78.87654114
122,98.29298401
12,87.65162659
19,44.78456116
214,107.4383392
58,90.19966125
40,67.49812317
7,115.6110229
16,95.95474243
9,75.01875305
38,114.1062775
18,55.32913208
25,69.16474915
27,72.01597595
19,74.12356567
33,93.48861694
80,89.37660217
6,112.5136566
50,51.62400818
145,303.8949432
13,84.13975525
77,114.6152649
89,114.1840973
14,84.05007935
100,100.6287537
10,51.77993774
32,54.52197266
171,131.0553131
186,89.36488342
832,91.40464783
43,65.42253113
10,99.80540466
162,94.39482117
14,108.7951508
100,81.0456543
4,72.45605469
183,48.82794189
159,160.7388
27,183.00914
29,57.00370789
13,83.37744141
13,118.6197205
126,127.7837067
25,99.61650085
125,74.42320251
192,72.78945923
74,63.05738831
140,128.6120605
53,131.7700043
168,72.02639771
46,79.25488281
34,116.0768738
28,107.5596008
90,80.82144165
45,118.0975037
91,66.4667511
15,46.88363647
21,90.72532654
5,79.87269592
38,99.42886353
144,87.44221497
70,162.3656006
55,57.06994629
146,184.8356781
18,84.32626343
68,71.25366211
53,124.6731415
25,58.4069519
135,81.6734314
123,63.30392456
74,127.585495
203,105.2640228
146,166.1781464
21,71.2074585
288,161.757843
44,182.4433441
31,124.6428833
119,106.3152161
66,80.05335999
76,72.82286072
70,143.4981537
81,213.5163574
127,119.3324127
62,152.7375183
55,164.966629
171,117.1931152
41,106.9763641
92,110.9673309
20,98.65783691
24,113.9866638
2,43.85090637
136,103.2211151
8,93.72819519
173,146.2404022
3,78.75306702
276,119.8976135
6,106.3252411
26,65.78291321
14,138.5533905
2,76.99180603
39,334.6499939
43,172.3529205
57,89.23509216
33,66.54359436
1,78.78713989
189,77.90333557
59,96.21453857
3,85.57290649
145,46.09301758
74,57.878479
30,49.67236328
58,106.5211792
11,152.3663177
133,56.65873718
46,100.6783905
36,92.77394104
25,76.35723877
30,55.77755737
9,72.37335205
100,100.3523407
101,126.1956635
94,108.4055634
176,53.10897827
16,82.42907715
2,69.36479187
33,33.61993408
117,100.9107208
44,50.45674133
154,75.37812805
45,111.2814941
45,100.6783905
56,101.9290924
71,165.832901
50,101.3063812
7,59.60453796
5,75.4223175
202,108.994278
44,133.8048553
77,108.1425476
34,96.27592468
170,115.6265259
14,87.38978577
288,101.6561432
186,123.7184906
41,117.7836151
98,66.81008911
830,92.90937805
92,75.60307312
178,68.96644592
270,157.3687592
27,74.7068634
17,132.7611847
4,69.80648804
241,120.9281921
22,72.50758362
51,159.5535278
1,65.61476135
9,142.3241119
192,89.04173279
83,60.53401184
19,142.8321075
68,30.92137146
35,99.06436157
5,83.37744141
174,90.0221405
49,114.1062775
2,95.61943054
28,51.63491821
78,88.62217712
135,70.38827515
2,63.53347778
35,44.9190979
4,79.53926086
11,51.81781006
92,76.50019836
37,51.80293274
42,60.04551697
27,66.42054749
112,131.4193115
30,107.6941223
50,132.9976959
45,105.5153809
16,120.9940033
4,104.1067505
60,112.3882904
4,49.15061951
81,113.7923737
39,64.8412323
26,134.4658661
60,98.98258972
6,115.4066925
72,120.710495
23,85.26887512
27,146.3913269
3,65.46736145
206,65.82746887
104,141.5502472
13,77.6008606
144,184.5666199
63,88.57762146
5,116.9678192
8,135.697113
45,85.49308777
5,79.16227722
30,57.32849121
75,59.8085022
111,102.9598236
97,89.81330872
25,199.1368561
11,100.3512115
18,126.1675262
273,172.8745575
378,52.13867188
78,166.3580475
25,64.49412537
101,58.91650391
88,70.77400208
35,51.87765503
152,84.83583069
1,180.4082947
164,71.79176331
80,106.5854034
44,62.25114441
24,32.40116882
137,94.39866638
109,126.1952362
11,47.74414063
2,88.00239563
8,45.91365051
28,65.40240479
119,70.29771423
24,98.40193176
50,124.2304535
14,111.7568359
25,57.31758118
1,88.11402893
157,502.4134521
58,137.9740448
123,47.34860229
18,82.0144043
158,81.02897644
13,110.1910248
7,101.7336121
208,138.8340607
139,164.2213898
232,66.03715515
397,156.7877045
106,106.0346832
9,95.86772156
4,71.34197998
77,64.16441345
190,154.4147186
10,200.3187408
115,107.7838135
67,69.62504578
11,86.57496643
830,145.2840118
194,111.5816498
12,131.8404388
141,68.45918274
64,130.276947
146,128.4772797
30,49.26878357
24,66.58961487
67,96.56721497
92,109.622345
28,60.2771759
4,74.4806366
37,86.17182922
78,108.3779602
1,81.61254883
5,148.692276
7,95.35675049
111,88.99827576
243,167.9675751
289,100.7033844
5,102.3009186
20,112.9406586
21,130.3551178
121,74.88587952
18,104.5857544
12,60.7980957
16,78.58496094
1,101.4476166
91,81.69688416
26,102.5370026
147,75.14506531
8,75.87103271
13,110.9838715
0,83.49528503
23,36.0655365
5,47.20603943
71,104.6390839
139,64.96313477
50,43.34934998
288,62.65438843
54,84.00286865
99,82.65995789
144,92.88191223
33,100.7881622
221,166.5111237
10,69.39949036
93,80.13212585
1,111.6126862
121,100.7528534
213,91.27076721
105,59.56108093
1,80.33348083
170,84.50088501
150,153.7168732
5,62.67658997
6,75.46717834
115,125.4279938
179,121.0428314
27,44.87425232
41,184.6721954
7,89.81330872
87,126.3641663
28,74.70651245
66,54.53736877
12,44.67869568
133,110.5497589
7,55.71705627
4,136.4141388
59,86.97444153
122,70.62559509
13,74.82539368
3,114.2637482
80,90.89405823
6,100.5051117
99,100.5499573
1,78.80354309
2,76.04179382
60,105.5722809
50,134.5358734
146,85.55329895
19,116.4831848
28,55.64395142
769,158.0790863
158,67.30993652
18,71.48025513
119,70.38943481
34,97.42500305
131,78.72192383
159,70.49107361
87,60.71656799
321,111.5489349
10,78.75434875
95,71.68676758
40,176.0355072
23,51.95573425
37,106.239151
204,93.58613586
48,61.47109985
29,80.17759705
336,51.55528259
117,80.381073
61,75.7375946
9,80.71398926
52,200.9319305
79,81.43254089
91,125.9264374
61,44.95697021
21,46.3006897
109,82.95700073
98,173.8162994
104,98.90505981
50,83.50283813
21,167.8686981
14,131.683609
65,117.0499725
47,91.0436554
75,73.75056458
26,54.88208008
45,37.69720459
9,97.41700745
71,130.3459015
74,108.8151855
245,56.48791504
67,89.26750183
166,70.1771698
178,77.11372375
157,70.84301758
90,88.58534241
11,54.52027893
1,87.73701477
80,92.59906006
1,314.2999115
94,109.3530121
50,196.6092529
187,60.59242249
152,78.72349548
13,107.7023621
110,56.45960999
20,79.53739929
15,65.24407959
43,115.8486176
99,73.94392395
57,92.31298828
88,59.7588501
27,102.6266785
65,80.79064941
16,52.27183533
199,110.8507996
20,61.039505
137,83.61128235
33,75.2429657
84,83.96234131
60,262.0436554
26,57.40727234
21,83.54150391
8,86.27078247
84,73.00221252
864,126.6329651
286,69.93702698
236,170.342392
18,117.4012604
7,130.0996246
19,64.82221985
96,100.3487701
5,95.26060486
9,93.68965149
162,101.371109
158,94.94345093
5,51.10829163
123,68.77999878
220,80.07139587
11,52.56568909
195,132.3845367
219,124.8833771
1,38.22918701
32,177.9299774
627,172.9450531
27,102.5370026
138,90.5602417
28,137.8139343
12,74.87025452
1,74.38290405
88,114.0614319
62,78.62417603
8,45.91365051
53,51.39979553
4,176.6006012
44,86.74789429
78,61.26506042
305,83.02676392
16,100.4725494
74,91.73576355
78,156.88237
53,69.19607544
75,146.8377228
230,69.08699036
71,145.2783356
32,304.1730652
11,85.79711914
838,115.56633
41,89.409729
1231,177.2947235
87,84.45365906
259,347.1957092
23,50.66691589
42,128.8753357
21,132.812973
55,108.5594025
177,89.84277344
28,91.59298706
43,76.05177307
283,103.8305511
44,50.41191101
2,60.69564819
102,130.2659912
69,52.92364502
105,99.94187927
86,84.3639679
127,94.5410614
97,92.62298584
95,89.08656311
7,95.61935425
3,187.4451904
17,93.36940002
68,55.03199768
47,145.5171814
146,68.19013977
1334,124.0239105
27,79.02775574
128,73.7953949
25,66.57481384
38,51.65995789
6,64.63114929
92,205.9099426
41,187.7873535
18,58.62364197
156,80.2833252
33,81.16377258
1,126.5726776
163,322.1003113
208,177.1676636
500,85.46362305
102,108.2770691
2872,232.1949768
26,157.087204
69,55.10351563
122,82.30929565
0,72.65361023
9,130.4742279
72,81.09275818
51,77.39674377
25,132.9405365
62,161.1748962
74,98.69046021
10,102.2539215
264,70.88665771
81,124.0471039
12,99.18531799
95,88.57913208
4,95.36791992
38,93.2427063
5,119.2568054
86,54.20649719
49,107.5219727
4,46.900177
5,81.22502136
4,96.35238647
62,120.5710602
56,109.7874451
106,75.88879395
187,173.9174042
45,81.95477295
45,94.3190155
64,40.1806488
154,87.00758362
5,49.81355286
53,68.06987
202,76.813797
46,96.50489807
55,114.1062775
59,132.6930695
34,114.2251892
78,77.45828247
107,73.31611633
202,150.797821
40,96.99359131
58,51.24850464
14,76.04443359
46,101.999176
112,111.6259766
33,82.15003967
83,75.82756042
71,71.02165222
149,101.1020508
111,78.91667175
119,49.67236328
116,50.14376831
127,148.6930084
177,182.3245087
10,68.11305237
143,69.18395996
34,70.25151062
125,132.9386749
98,73.94392395
103,102.3884888
17,72.07948303
25,139.1571503
131,81.05371094
205,83.32823181
64,54.959198
7,121.188736
16,142.1903534
43,173.3486176
63,59.67741394
15,44.77433777
17,103.1647949
12,76.8575592
7,112.7106781
196,85.86021423
18,133.3707123
32,73.27156067
94,95.58647156
64,55.30107117
58,306.5127716
50,82.49476624
48,82.22434998
66,71.35375977
15,105.7303314
40,116.6177216
64,83.0716095
11,81.94248962
49,77.08314514
140,68.42126465
82,73.8120575
13,62.49382019
174,94.5267334
32,102.9979553
209,159.9112396
100,104.7593536
74,81.35572815
34,178.9323883
81,92.01557922
129,71.13568115
181,58.70776367
211,104.0170746
74,91.06889343
161,119.8629456
17,92.42778015
9,50.03718567
115,81.22502136
32,48.32572937
152,118.3931427
11,70.80104065
42,62.02333069
4,110.1088409
80,143.8069611
241,104.5409088
31,180.9127655
2,87.74862671
78,61.30992126
225,120.6301575
51,36.8639679
132,121.5267181
59,114.1062775
20,50.24549866
29,95.55918884
13,56.40672302
11,120.5713196
8,120.1697845
36,165.2678528
297,83.11645508
70,75.82728577
278,72.17967224
152,100.626358
1,76.08235168
45,58.39437866
929,94.39056396
142,56.472229
22,97.61106873
107,78.33175659
42,32.22111511
142,56.74159241
170,107.6292114
18,107.932724
318,115.6917419
18,65.77735901
791,112.0611115
58,80.62538147
69,75.7375946
99,101.903717
10,49.85975647
98,80.42591858
27,85.42350769
188,93.18009949
69,76.52601624
11,128.7702179
123,201.7766724
141,69.27363586
108,94.86898804
62,67.43269348
102,53.4281311
45,101.1873474
54,114.1062775
79,103.7480164
18,35.20834351
103,108.5012817
152,102.1334229
35,74.68612671
165,110.6985474
225,91.40238953
71,81.79127502
4,89.30467224
74,69.13182068
43,109.5886993
80,154.1470032
13,47.28866577
42,50.18769836
27,59.18556213
17,89.56541443
162,62.86653137
116,69.29927063
44,87.42741394
78,80.6206665
9,96.37388611
8,95.99003601
22,95.82307434
117,99.40759277
70,109.3084412
186,120.9979858
10,94.49829102
160,107.9743805
65,100.6497345
91,44.62165833
62,128.2553864
43,74.82064819
4,83.19599915
1,73.74919128
42,80.20307922
33,147.3918457
6,74.4480896
38,93.53520203
25,69.23576355
35,71.36204529
45,107.4247894
22,65.67759705
106,100.8190155
43,114.9362183
62,163.7309113
90,76.85865784
107,121.7523956
32,136.2574921
147,105.4086456
54,77.23707581
91,113.8089142
35,82.51966858
26,95.91793823
50,106.1694946
170,64.14814758
148,123.146698
59,120.5187073
115,96.71705627
29,103.5360565
55,127.6782532
93,54.23742676
4,101.4329681
29,71.49998474
170,206.8174591
27,62.54205322
1018,158.2727051
72,73.89906311
111,102.6196289
10,42.3249054
39,84.37202454
3,66.44084167
95,114.1325684
45,56.73033142
17,71.10487366
29,105.4183807
214,102.6437073
416,76.88339233
44,113.1272736
207,122.6786346
136,80.29948425
28,100.1097565
23,111.5271454
97,89.8581543
44,126.1307373
28,49.7538147
83,80.97940063
3,42.13191223
0,79.05619812
3,87.85386658
78,80.6206665
68,87.94953918
2,80.10189819
29,55.05342102
65,119.6527252
5,43.53564453
62,55.19598389
8,77.38841248
3,93.26821899
95,161.2645874
64,67.91917419
19,119.3527985
156,161.9637909
34,85.55615234
9,47.21408081
364,182.9092255
101,52.8193512
5,45.94908142
55,101.7099609
15,48.01986694
115,114.5371246
19,74.70651245
49,81.9566803
30,80.62602234
185,143.0888214
205,68.05764771
84,80.13943481
97,51.19699097
150,86.02313232
128,90.71624756
101,74.69224548
61,87.23207092
146,95.48280334
1059,181.862854
21,144.964447
103,43.65481567
3,77.77217102
59,55.29969788
44,177.3589783
30,132.3791809
31,111.998703
83,107.2005768
81,81.02897644
55,76.38171387
9,75.55714417
144,219.4094086
73,138.1553802
44,121.0054779
4,102.3009186
2,53.3560791
57,95.82055664
121,74.69224548
16,79.17033386
150,87.50291443
65,98.87142944
6,71.47758484
21,49.0894165
79,96.60362244
209,68.40815735
163,146.841629
22,85.1558075
109,83.9236145
115,94.31690979
65,163.9750214
30,78.13067627
53,107.2824249
26,153.0065613
181,89.48403931
3,133.264679
38,54.19239807
125,96.42037964
7,76.23149109
36,44.69488525
38,56.30900574
155,103.1508026
35,80.77812195
49,107.8081512
2,59.4057312
210,167.587326
84,125.8087769
62,71.05957031
174,138.6172333
16,125.0096893
23,50.50157166
144,124.8643036
57,199.1343994
68,90.32389832
3,88.06446838
19,67.78514099
129,116.5137787
7,62.4972229
24,170.2594299
124,93.34657288
12,110.6749115
14,60.05296326
237,104.9893341
131,64.59802246
77,54.36471558
72,90.98529053
87,84.55456543
176,102.5312347
10,75.55686951
10,88.6320343
74,76.05177307
97,119.4690552
134,86.68527222
13,110.3155975
1,50.40620422
0,147.793396
62,77.06886292
54,149.9373627
1,95.03070068
32,77.44160461
119,76.27598572
156,101.1340332
25,92.71450806
59,52.49742126
9,105.8652039
120,103.2272034
179,57.39460754
64,163.0582733
104,85.85272217
24,76.52940369
38,83.48130798
54,107.2375641
60,91.98713684
8,79.32525635
51,71.90591431
64,111.5502777
21,117.0485382
24,84.5266571
102,112.4919586
8,76.58851624
192,112.308197
59,50.46858215
105,88.99057007
32,61.26803589
38,58.55636597
29,65.45680237
4,81.83403015
34,117.1415558
18,98.72569275
59,90.22189331
136,55.57011414
138,102.8892365
86,46.92085266
103,132.8102875
29,89.48403931
182,59.85128784
114,95.11003113
51,56.60011292
96,51.24183655
0,76.18629456
32,91.3144989
33,191.5150604
5,101.4329681
217,76.39149475
21,134.89534
151,136.0317841
102,76.5403595
116,76.18629456
118,78.0617981
8,71.32432556
49,110.1544037
29,72.2565918
264,60.60508728
1095,144.6887512
5,98.72131348
118,104.7733307
0,119.4424896
11,90.08708191
107,90.6703186
25,50.1656189
33,199.7655487
1,94.05607605
61,38.96833801
284,115.1196747
4,100.8444824
899,215.5650787
105,80.64855957
230,94.50450134
180,70.71453857
76,86.94340515
2,122.3413544
66,100.7313538
78,83.31729126
3,81.18017578
45,107.5193939
90,88.7830658
130,92.43353271
2,73.70436096
17,45.5385437
133,148.1521301
87,68.01075745
2,52.98931885
4,120.6796417
184,78.24482727
398,88.5967865
52,120.1011505
75,90.05900574
165,72.0037384
74,108.3973389
163,466.1470795
19,66.94807434
21,116.816391
37,107.9937592
188,31.28814697
137,179.3808136
83,57.16099548
1,59.56108093
63,85.90232849
15,83.42228699
78,111.0430298
56,55.46502686
57,62.32588196
80,112.1725616
133,57.76737976
2,78.13090515
139,71.61210632
26,54.78300476
96,34.38911438
3,85.79891968
13,74.94134521
24,71.56619263
5,104.3365936
41,54.10075378
86,117.8096161
33,83.26817322
13,75.26953125
171,182.5646057
19,41.69046021
84,27.29527283
32,80.07981873
14,88.36865234
28,90.5353241
27,86.53056335
25,71.11914063
25,49.49299622
72,108.1871185
37,50.21713257
0,114.9585571
153,120.9688568
54,95.7822876
201,43.35765076
37,73.70095825
643,144.8094788
11,37.46832275
16,118.0761871
155,92.52523804
14,138.462326
11,100.4837952
93,134.2618866
130,82.16670227
252,99.23890686
131,67.85441589
217,124.9403839
128,114.8900909
104,73.08668518
10,79.50434875
14,51.46711731
134,106.4832611
226,94.77354431
28,59.11335754
27,142.6530304
41,154.141098
162,134.0005798
5,82.08644104
70,75.7375946
5,112.6207123
84,75.73788452
152,100.9029388
45,177.2122803
1,63.03190613
101,69.87339783
96,153.0686493
233,77.08287048
3,181.3731995
106,160.3046417
50,138.609787
2,119.2631226
52,94.61677551
15,85.58276367
63,82.93708801
879,142.3987274
23,101.9540558
41,101.3910065
98,80.71035767
16,113.5684509
58,167.4791107
33,150.4699402
108,80.26623535
7,87.48760986
57,106.5727997
46,183.5778351
27,45.71801758
69,76.05149841
16,52.36715698
380,294.2769928
46,65.8261261
12,70.12289429
93,102.3072968
184,189.7212067
6,76.27177429
49,65.31317139
41,96.43269348
80,185.5060577
117,69.90812683
4,79.35176086
4,53.75965881
173,63.0587616
13,53.68675232
3,68.18830872
6,43.52761841
13,62.8420105
4,70.4016571
100,182.7281036
84,61.0866394
49,112.2680206
4,118.6804504
116,71.68307495
31,53.8572998
61,99.10325623
4,80.75552368
18,66.93972778
26,61.19541931
147,101.4550323
60,96.94320679
5,81.49406433
160,103.9736938
14,142.1454926
132,48.87277222
188,60.50276184
26,125.6508942
170,100.4742584
60,76.05149841
26,114.180069
159,71.06207275
2,112.7433624
79,56.07424927
45,76.99345398
19,165.4166412
17,53.21351624
167,91.71238708
97,99.13490295
173,177.7479401
65,146.4380341
2,112.6962891
93,74.88587952
106,88.57128906
14,130.2460938
71,129.8842316
41,81.33612061
13,50.93305969
15,29.80834961
38,104.2202911
17,103.7726898
6,45.85227966
95,118.8620911
56,135.3130493
8,76.05039978
55,70.53619385
1,72.45295715
18,330.0294495
18,85.57470703
10,45.36054993
6,120.0512238
16,137.0660248
57,46.35360718
14,58.13661194
118,46.20103455
79,193.2135162
29,102.0552216
51,76.1860199
9,61.89149475
45,89.45262146
161,102.8957367
14,127.9491882
210,131.2203674
22,98.43663025
90,50.01470947
63,105.8474579
67,79.32525635
48,130.7419281
20,63.11601257
58,90.15480042
1,77.75440979
82,73.13676453
9,292.5242157
98,88.38200378
184,130.9784393
176,122.5628815
139,54.11686707
103,88.4548645
75,44.19465637
148,125.9381256
288,139.3490448
85,172.770752
35,67.05656433
15,323.818573
5,119.7731781
31,117.6348267
6,71.11747742
45,80.68257141
123,123.1132202
30,97.64530945
26,70.69993591
86,78.14857483
71,108.7366943
108,74.64741516
4,71.38789368
22,77.6708374
31,45.4997406
122,103.3164215
62,104.7793884
77,141.2629242
200,106.8869629
121,74.78347778
86,41.81802368
132,70.04264832
52,105.3777771
93,89.22111511
287,85.02281189
185,45.13479614
144,92.83706665
103,169.8393707
13,79.38168335
8,49.80545044
58,66.90922546
67,54.67189026
5,71.00144958
14,119.3247528
58,105.4398651
119,106.5447388
37,101.147171
37,134.0153961
198,160.718399
6,138.5071716
22,85.62760925
11,52.25178528
8,57.36381531
98,105.3480682
15,51.73509216
409,54.96678162
65,71.44345093
19,73.71833801
36,44.82940674
23,45.01681519
86,106.3037415
133,93.42404175
21,61.33657837
89,83.96038818
146,82.40052795
54,86.66374207
8,90.52015686
31,70.98295593
26,87.33477783
84,113.7923737
83,74.7959137
2,77.10760498
