Actual test,Predicted value
146,73.70570374
25,93.3170929
26,114.7670441
102,69.63514709
219,176.6529388
243,99.18963623
50,85.37393188
25,85.00593567
79,107.7386932
4,53.3560791
88,97.09707642
33,78.48468018
14,91.37870789
371,110.6042023
2,72.77693176
109,111.8053436
131,65.25602722
27,76.02125549
16,34.50874329
188,69.71476746
14,123.6554871
33,114.1292267
39,116.7073975
25,74.36567688
8,87.63641357
12,109.5632324
47,93.1764679
153,122.518631
88,65.84934998
241,132.7881012
40,100.1304474
91,95.64833069
41,55.30107117
3,56.4940033
171,167.4528046
32,91.5153656
2,173.5035553
100,99.2638092
9,71.1186676
138,123.2167511
4,127.2117157
85,59.73999023
23,68.37597656
19,77.78022766
57,112.2089233
153,65.68225098
38,87.84634399
228,165.7039642
23,65.67759705
3,84.3639679
102,70.25288391
43,93.35583496
14,64.42201233
255,182.6504059
52,49.82987976
38,76.95924377
8,48.4691925
60,90.38920593
97,73.94392395
38,100.4294128
38,95.61076355
196,43.71638489
1700,55.6363678
19,43.53701782
19,123.8140717
3,100.3512115
47,76.54502869
71,54.40544128
105,77.729599
14,76.4269104
82,81.29866028
158,80.46270752
6,64.05273438
115,73.92991638
12,49.77008057
107,101.5955963
10,69.33609009
214,77.51118469
84,75.87240601
107,62.43095398
101,66.22996521
1,43.34960938
0,46.45175171
12,108.1873932
126,57.58236694
46,82.35890198
86,83.28294373
54,108.2985535
151,68.87675476
29,119.7853546
61,31.06393433
46,159.1693268
31,54.07492065
10,68.81217957
32,152.293808
21,84.7013092
78,107.3659668
96,84.63302612
29,53.04354858
1,94.50476074
102,99.9670105
83,103.9794769
12,155.8764648
34,70.14381409
5,75.85118103
30,61.08033752
104,80.70109558
43,86.5554657
13,115.6110229
160,118.1799774
46,86.60400391
26,75.5466156
123,124.8395386
16,99.33131409
136,81.56211853
90,83.35603333
163,83.8237915
119,94.44194031
32,90.20744324
81,123.8774719
5282,143.8046722
4,76.35005188
156,122.5814362
4,120.221344
201,98.90478516
241,76.92959595
85,84.99176025
40,126.5242767
108,95.9566803
13,51.668396
98,97.31703186
5,74.66029358
41,89.24995422
14,132.6714935
171,124.9207611
20,33.66477966
56,45.15087891
112,108.1425476
115,92.71829224
138,113.9413757
63,198.0171661
168,114.4933624
8,133.6343689
36,138.4845276
158,114.3709412
9,61.51789856
6,87.44203186
26,86.3899231
33,109.3305511
43,70.05334473
47,55.29286194
119,99.05192566
31,54.29776001
121,43.18284607
2,70.27833557
170,167.3182831
188,84.28234863
78,72.09489441
104,93.5259552
20,61.19541931
16,48.91004944
186,86.57841492
14,103.7928619
27,102.5922089
90,183.4127197
11,58.43119812
49,99.23016357
10,81.89558411
80,63.30133057
78,70.8049469
88,63.06115723
169,95.02000427
112,72.27076721
118,80.51560974
863,146.6883545
2,83.39715576
12,83.50990295
300,136.5100098
25,41.19718933
57,196.6544952
935,171.3034515
36,145.4476624
245,49.93040466
88,97.97264099
10,133.8344116
126,68.42860413
54,101.2326813
35,113.718689
42,82.41011047
71,157.9381866
6,125.9000397
5,87.58691406
18,61.24163818
35,179.0936432
255,101.0822601
164,98.48722839
32,108.5767059
18,107.0139465
169,124.8002167
79,72.01461792
70,63.37129211
141,73.75056458
116,102.3083954
2,56.80558777
19,46.80110168
5,108.1425476
96,95.09320068
87,113.3888092
10,48.73733521
96,104.5800018
170,95.20147705
26,105.2329559
157,70.62559509
105,147.4013672
12,51.91714478
10,81.40232849
211,59.51919556
161,107.6156464
45,80.20307922
11,53.25071716
31,138.425705
163,107.6604919
187,95.87733459
170,44.3724823
210,120.676178
163,116.4754486
82,91.78636169
151,117.4623718
146,121.1033936
59,146.9761505
2,82.06707764
12,121.8191223
3,99.52708435
31,76.37687683
94,101.1846619
4,296.6306305
2,91.57778931
5,51.69691467
29,98.78102112
28,95.99841309
117,51.69828796
142,86.71697998
56,178.2417755
28,95.47528076
47,98.14247131
26,66.84942627
67,83.27107239
61,28.13923645
76,73.49549866
235,109.0535736
149,99.10736084
49,54.01304626
120,74.5344696
118,47.79702759
11,85.28926086
9,83.26998901
80,81.47740173
114,128.7846375
55,100.8658752
2,60.54759216
155,78.14509583
42,88.53222656
7,75.76800537
61,81.55659485
182,311.4533539
85,116.7734528
156,85.92622375
7,125.5413055
13,86.50535583
11,78.5274353
75,179.1191254
33,68.19389343
5,115.7141876
10,70.88066101
109,99.9670105
29,70.58102417
93,91.36740112
21,155.1724701
12,92.16650391
3,97.48387146
52,97.78373718
107,90.57035828
30,86.21531677
46,47.85029602
36,116.6424866
49,111.1388397
35,83.71243286
78,69.66993713
128,81.99163818
23,50.81861877
135,109.3644867
18,90.92034912
36,50.35165405
14,53.12384033
12,113.8540192
1,53.37434387
122,94.48242188
17,66.53300476
0,54.35939026
138,103.5410919
20,75.44038391
39,135.1364594
151,103.5992279
48,110.8197327
139,89.63394165
77,71.55329895
22,86.19598389
145,124.8453064
224,104.6165771
8,61.96437073
47,110.6751862
43,55.77088928
94,103.4090118
71,74.6907196
36,56.30900574
118,79.39009094
44,107.4250793
64,50.86167908
53,67.51559448
227,142.5367584
84,53.85070801
72,114.6813812
68,80.71598816
90,127.8554688
28,80.63148499
113,158.9593658
189,70.68113708
7,73.5947876
52,93.45643616
14,131.0553131
6,137.2669678
189,81.83335876
30,174.2006073
35,50.35165405
153,165.796402
33,59.22236633
38,182.7708588
25,98.00794983
14,97.45957947
104,82.95700073
68,76.71012878
115,72.76402283
10,57.00657654
9,60.78642273
141,68.14527893
48,163.1849213
49,120.8757629
112,58.42324829
154,157.5875244
77,82.59843445
16,85.45436096
100,135.6292114
32,89.14675903
18,55.41078186
43,76.3208313
75,98.71908569
99,107.6941223
110,103.8176727
75,70.8049469
18,60.99464417
94,88.90922546
31,64.57713318
35,91.63645935
96,109.0641632
110,88.19898987
5,84.27655029
11,156.4790192
80,128.9705353
98,77.57640076
17,111.826828
163,167.4719086
34,68.8699646
12603,84.61662292
19,69.23576355
153,79.24760437
37,65.19996643
23,72.37471008
1,86.74256897
46,94.56463623
844,120.0135651
30,81.90571594
214,104.6000214
45,68.42860413
158,184.1433563
10,49.81492615
12,22.76937866
167,122.1355743
21,65.42344666
4,56.76268005
128,81.54588318
195,179.9904633
52,97.28471375
17,94.14761353
7,76.93533325
48,93.57527161
215,99.29071045
105,98.62385559
152,102.1334229
82,43.14186096
10,47.74414063
99,107.2611542
64,82.77758789
120,78.40802002
11,100.3941193
89,75.07926941
100,83.69940186
21,86.67436218
134,46.67596436
27,159.0939026
69,115.5935822
35,64.87339783
16,112.0764923
2,64.24606323
32,51.43678284
25,50.12744141
55,89.92233276
31,69.60862732
211,68.65281677
33,79.73924255
144,81.38771057
247,177.1600494
120,58.70906067
25,56.79403687
3,38.32032776
57,61.96968079
20,145.3599548
56,145.882019
128,82.03218079
98,86.58467102
56,120.84758
8,67.8560791
32,54.25428772
72,71.31489563
47,57.27275085
204,144.4649811
14,85.4047699
94,174.8732452
19,75.0243988
113,97.70552063
52,100.2500458
79,136.4501038
81,91.97073364
129,161.0656586
39,77.88563538
844,199.5045166
14,69.10096741
85,99.87934875
14,98.50761414
62,99.94776917
48,47.04875183
5,82.28636169
53,120.0563049
47,255.9308014
63,72.73208618
112,51.6081543
34,92.53059387
0,135.1590118
32,54.52197266
86,116.8183136
10,31.23542786
0,67.24911499
28,76.67886353
4,70.5763855
73,104.9893341
29,116.5801239
170,88.67687988
22,78.38691711
111,108.2770691
192,107.1733093
101,99.56343079
51,36.3024292
25,77.66581726
135,175.0566254
1,105.6460266
151,71.87414551
136,106.3040161
60,72.30369568
40,93.28575134
228,77.35191345
154,77.61531067
13,73.76435852
128,115.7514496
22,31.68174744
15,114.2856445
141,166.564682
18,45.4203949
67,115.3478699
31,79.10075378
14,143.3869019
9,323.6693268
57,113.3242035
32,109.1148224
124,236.6997528
40,298.327774
8,64.94212341
120,86.94433594
197,86.25540161
5,119.7115479
92,51.19699097
10,37.48931885
52,88.18408203
0,54.85264587
123,58.67939758
96,159.4974823
12,70.35545349
56,65.5947113
56,96.93173218
79,95.61155701
23,102.2951355
177,106.9430084
2,117.4550323
21,109.5921936
6,84.76754761
9,93.34468079
77,78.96485901
27,50.80007935
162,100.8057251
58,127.6459961
1461,232.8128815
90,142.2892914
10,63.66595459
24,37.44691467
152,114.5951538
76,98.78619385
8,78.3387146
16,63.7225647
30,74.28825378
91,92.99131775
14,71.88098145
49,59.91282654
9,45.71774292
77,81.90571594
18,98.30784607
116,73.5851593
31,102.189743
11,51.81626892
35,81.59181213
1,136.0537872
201,132.6886597
2,34.14808655
230,106.485672
195,111.2837677
58,106.4831085
2,46.66793823
191,180.1698456
23,47.20558167
12,88.84248352
146,173.8610687
6,55.62736511
97,58.55599976
36,79.29679871
103,69.67999268
5,116.3124237
96,61.42823792
13,215.3521576
253,77.21461487
46,85.47724915
46,91.08848572
46,83.80445862
30,62.54205322
110,69.89411926
223,166.4214325
1366,58.1525116
2,89.52081299
118,64.94212341
21,103.3088531
115,144.4711761
65,159.1489258
136,39.9864502
252,56.75697327
36,61.04501343
41,107.4397125
32,82.73324585
21,67.75041199
7,80.82949829
115,107.2902679
208,75.40971375
158,109.8281708
828,81.21903992
10,77.91300964
1,149.4635162
9,64.53855896
102,66.88972473
184,62.20674133
19,199.7198029
18,90.75305176
10,74.84388733
90,114.1962433
46,173.1641846
99,96.94320679
205,190.8491821
201,105.6425934
98,71.79148865
2,51.00816345
25,113.7029724
27,99.02532959
65,84.62364197
218,74.91645813
75,76.39625549
167,76.8507843
68,50.78491211
7,45.95849609
177,61.44444275
7,70.49107361
25,38.02986145
180,119.5088348
44,83.9389801
5,89.41400146
93,195.9094391
7,90.60984802
209,75.48085022
166,90.6708374
93,75.60307312
77,82.59843445
13,93.7767334
30,118.3231812
118,65.15348816
89,53.49197388
136,69.54269409
52,81.41856384
45,83.15322876
7,100.0821686
103,112.2985992
12,180.8556366
44,81.69688416
13,80.90931702
54,87.81474304
30,86.48187256
169,92.54867554
128,148.4660339
6,102.8892365
25,55.6363678
56,73.26376343
1,77.54795837
17,103.2544708
325,87.27664185
54,107.7682343
105,97.83030701
64,66.22306824
21,112.9406586
27,93.55084229
93,176.4750824
38,120.9746552
74,99.54405212
60,175.4609985
1,43.64930725
67,100.0025635
4,107.3062592
4,115.5989532
58,56.26719666
22,61.32452393
95,83.46711731
16,102.300827
132,70.22200012
21,113.059021
24,50.38983154
521,235.7753143
7,186.1032562
66,71.43302917
139,70.58102417
168,69.5493927
0,120.2048035
61,106.0795288
49,44.1567688
19,83.45072937
113,150.699295
7,84.51998901
85,80.82144165
9,138.2754059
23,65.72584534
0,71.11776733
18,98.15394592
35,88.13876343
135,102.5097351
6,63.28297424
131,93.00720215
109,151.7703705
55,97.20079041
71,71.20103455
120,169.7845917
628,172.7656708
63,65.92729187
72,72.45362854
107,77.08314514
19,49.40330505
11,86.25540161
35,70.20664978
32,48.80429077
61,100.6987457
94,105.7907257
58,121.8721008
1,79.23556519
76,72.7780304
95,74.16810608
5,63.00323486
56,107.2644043
18,77.8006134
96,98.4493103
172,157.0929718
33,83.48130798
116,30.55606079
14,77.49714661
2,84.32139587
33,84.68592834
44,57.75856018
15,88.73019409
40,55.54045105
42,107.2081146
14,76.4269104
42,162.984314
10,82.89224243
7,67.99137878
103,99.7663269
1,60.32337952
44,101.6404419
262,213.6100769
38,160.1110077
135,79.93832397
15,79.52101135
38,90.35641479
0,61.81575012
33,66.91517639
243,104.1373444
196,106.0461731
40,116.4999237
21,106.8553925
3,40.57325745
78,119.1146088
80,138.8794098
241,150.0459595
1,82.50904846
127,113.9518585
124,200.03508
94,68.06944275
29,72.01597595
88,144.8672028
16,83.78102112
10,143.8943329
191,106.0959778
2,62.63977051
89,83.1612854
8,47.46803284
95,135.6162262
98,145.509201
65,29.76350403
4,84.55751038
50,83.1365509
19,81.1353302
5,75.96562195
76,111.0430298
36,49.32165527
97,90.78807068
11,59.8066864
7,141.9089813
60,90.17704773
98,82.16233826
107,105.625351
19,104.5900421
42,75.88684082
18,102.5678558
26,86.3899231
21,121.1682587
181,114.1894684
107,72.85404968
484,144.9077301
80,104.4512329
185,81.16772461
68,46.04014587
136,182.4259186
63,185.0087433
144,71.79148865
198,161.2908783
134,44.85049438
11,117.0658569
5,38.45484924
6,89.01869202
27,49.94807434
57,142.4617004
61,83.35371399
34,84.68592834
136,104.0558624
88,90.77639771
102,102.6381683
73,114.6752472
4,132.2894897
83,90.53077698
11,54.96678162
57,96.94320679
16,115.1178436
20,111.7156525
257,102.3848267
59,91.38391113
6,96.25334167
94,102.4866638
61,126.6443787
40,70.39352417
54,108.7859955
182,108.0834503
15,146.2239227
126,139.5253296
45,56.04750061
50,89.24606323
18,60.56900024
87,261.7049408
34,227.9712372
24,75.15356445
82,111.9382324
40,75.92286682
30,76.45462036
106,122.7288666
1217,86.14323425
15,121.9498444
25,97.46206665
0,106.6484985
0,42.59396362
107,135.1869507
162,84.04573059
81,114.2433624
111,175.0311279
173,107.157486
260,103.5543823
77,90.07310486
47,57.36244202
47,91.79136658
90,52.72920227
1038,219.7962036
101,127.559494
1,67.53147888
100,151.3667908
22,88.37145996
851,329.3894196
132,58.03642273
59,127.7009735
4,125.3750458
28,87.96076965
11,136.7541046
81,83.09126282
4,71.89208984
3089,146.7032013
25,82.5087738
174,101.9988861
200,109.9729156
73,54.62705994
5,67.5090332
53,110.0612335
40,79.7532959
17,196.3791351
61,79.96763611
220,134.5997162
75,91.90391541
3,53.98387146
11,134.4651947
30,79.21992493
8,119.9244232
12,66.4065094
4,85.52986145
12,80.05912781
140,112.3599854
172,231.7834625
140,73.73939514
2,145.6511536
81,81.1186676
49,81.58195496
137,71.37391663
64,44.70245361
242,56.35339355
1,73.00221252
107,136.3032532
69,133.5941925
13,80.62805176
170,71.74693298
25,48.42481995
131,116.6852264
295,137.3171692
11,368.2855072
58,56.84573364
31,108.085556
72,70.57939148
27,79.51921082
108,126.0023346
77,69.50344849
50,82.95245361
104,102.5230255
43,82.95497131
135,50.57723999
218,77.89002991
172,130.1889954
7,103.2214355
46,80.79078674
182,113.3987427
7,85.51617432
40,132.8349915
108,59.8301239
131,105.1826935
13,69.86308289
52,48.99617004
41,56.86170959
36,98.72151184
70,84.83616638
67,73.38569641
10,41.10751343
25,162.8137054
39,72.98686218
89,49.95558167
9,79.92459106
40,100.8778381
27,87.08294678
76,138.0077057
25,98.37815857
2,55.34545898
5,55.82333374
7,59.74511719
37,123.3860016
78,70.48231506
104,59.56108093
51,111.1469727
169,119.0233002
68,77.31669617
83,110.4292145
117,115.8526764
106,120.3396149
144,86.695755
9,52.57807922
148,98.01766968
17,74.01823425
170,79.56585693
17,36.01197815
77,68.96507263
25,60.80967712
5,128.7988892
93,77.63764954
85,165.7302551
44,56.63751221
154,103.3301849
183,123.4549408
71,73.89906311
78,173.1085968
10,168.4207916
8,332.7974243
29,199.4218903
831,169.313858
8,137.7150116
27,122.0134735
18,85.24391174
181,61.80879211
37,25.92932129
56,53.34941101
118,87.75056458
87,70.40577698
1300,173.802124
42,105.5630035
8,45.91365051
76,51.16018677
20,47.4382782
107,140.2031097
146,75.6084137
59,80.52171326
4,50.97142029
47,49.20252991
48,62.6103363
3,53.98387146
125,104.1179504
129,70.49107361
29,84.37815857
43,152.1006775
119,76.23114014
44,73.48152161
72,70.29725647
145,86.89857483
126,84.83918762
157,50.36842346
76,103.2404938
103,112.0362701
74,143.1631927
159,102.2855225
35,102.0393524
132,105.1381226
18,109.2493439
335,60.03756714
83,137.7602386
215,107.7404327
140,71.25337219
3,243.7992096
69,98.75830078
32,46.68167114
14,84.03855896
2,78.83171082
26,92.09054565
27,53.98524475
21,122.9551544
192,71.12388611
123,86.85627747
18,126.1675262
42,90.34353638
133,76.24235535
111,182.231369
50,91.59161377
216,124.1350403
69,68.01777649
56,81.78462219
109,122.6321869
126,68.71632385
89,82.08508301
66,86.60400391
20,54.06689453
25,92.08488464
1,64.79917908
4,85.67857361
214,68.54267883
8,85.17472839
19,145.5841675
140,97.55979919
4,89.52998352
300,112.7318878
124,88.09393311
88,41.42140198
79,91.51730347
72,80.44868469
91,75.020401
242,104.5857544
123,182.2019806
68,103.4198608
58,106.1300049
222,104.2326508
187,100.7256622
7,116.6837616
58,87.11213684
103,92.04003906
70,100.8781128
218,69.50482178
21,30.25956726
75,93.85404968
61,136.735672
44,38.29890442
50,101.9790192
362,265.6761475
24,50.92749023
145,56.53846741
18,110.3470612
25,107.4928436
26,102.5372772
53,90.95677185
176,123.1464081
6,59.67521667
66,71.8081665
47,81.16349792
5,106.1751251
25,96.25520325
100,73.12890625
9,68.14326477
34,107.7835236
18,64.478302
116,84.64875793
141,80.78465271
13,77.47245789
82,111.5214233
97,49.20252991
34,113.4912567
16,53.12384033
31,182.8081512
17,90.32797241
53,86.39558411
26,180.3063812
15,157.212677
23,86.45014954
45,84.61634827
23,36.57148743
3,55.86058044
89,87.57119751
16,113.2097168
60,111.7296448
70,89.5604248
3,87.76417542
15,79.5559082
5,65.43824768
178,121.0388336
377,201.6640015
192,123.0515594
785,434.7259369
9,81.27928162
12,125.35289
14,91.77464294
90,77.92308044
78,118.5839996
135,72.50895691
37,114.09935
45,58.69062805
102,61.15058899
20,131.6162262
63,75.06495667
31,88.23457336
59,53.31526184
152,77.20341492
26,70.39746094
11,70.01675415
12,46.900177
2,53.93902588
216,416.385498
219,143.702652
92,101.6710205
24,106.9965515
806,126.1644287
109,83.1612854
6,91.34294128
96,56.33110046
63,81.65925598
21,127.9020386
68,100.0567017
15,132.936615
107,73.36097717
82,159.3202667
216,107.9629059
197,151.2507629
140,195.6763763
61,128.8795166
6,47.4382782
33,103.9206085
2,101.7925262
947,130.9829102
24,85.2394104
44,112.5819244
76,52.58709717
1,65.42253113
152,80.82144165
27,134.5570374
78,121.3102417
28,47.8164978
64,132.7200012
167,156.0628967
138,71.46360779
305,68.42695618
2,103.4985809
87,150.2436066
25,71.7020874
154,93.93878174
9,104.2524872
49,105.5630035
58,97.09733582
19,93.98442078
3,92.03843689
2,67.84518433
58,120.2048035
60,124.6731415
52,68.11471558
7,77.26251221
69,75.7375946
26,112.267746
6,85.50270081
16,82.6539917
12,121.2586823
35,122.4740601
37,62.12947083
11,83.53468323
88,85.12628174
2,58.44563293
51,136.661087
84,106.603653
62,125.4354553
57,93.98898315
198,128.6618195
113,105.0392761
77,79.36872864
24,91.67323303
2,79.1907196
266,123.4911652
183,241.105484
70,151.4391022
8,77.51931763
34,128.9033966
14,56.31703186
69,125.0865631
1,68.70829773
165,124.6659393
31,54.07492065
36,81.40432739
301,-33204944374
64,109.4093323
114,105.7264252
131,74.51289368
109,123.8171387
50,130.5625458
99,49.23196411
