Actual test,Predicted_value
7,107.9680545
92,116.7087351
161,107.0500835
19,118.1854711
26,112.7175568
30,113.595616
220,117.5468826
117,109.2851434
104,107.4492013
18,122.256473
13,113.2763217
164,113.3561453
7,103.2185523
72,117.3872354
18,111.4403797
29,115.431558
12,112.2386154
142,109.6443494
9,107.6088485
103,105.8128182
100,129.6002412
243,110.7618794
31,126.4072985
7,125.4095039
9,116.5889998
58,114.5934106
44,120.0214132
118,107.1299071
24,108.7662902
39,116.4293526
99,108.2873488
25,111.6798504
6,129.9195355
161,116.3894408
29,110.8816147
85,114.6732342
79,109.3649669
158,121.5779727
43,121.0990313
8,120.979296
46,108.6465548
30,110.8816147
134,109.5645259
128,120.6999135
488,88.05207452
93,131.1568008
123,119.1832657
6,114.513587
4,114.1942928
8,124.4915329
6,111.6399386
103,105.6930829
75,102.4203166
59,127.9638581
96,123.4937383
17,109.3649669
133,113.1964982
4,125.4095039
206,125.9682689
118,122.1766495
15,127.6445638
23,109.4048787
115,121.3784138
29,105.8128182
63,128.722182
10,118.6245007
43,123.2542676
24,119.0635303
129,113.3162335
55,126.327475
6,113.7153513
13,111.8794093
83,110.3627615
812,131.2366243
23,105.8926418
234,102.9391698
32,106.6509657
170,107.2496424
447,114.7131459
102,112.5978214
192,102.540052
23,105.0544943
240,111.7995857
673,80.34910029
84,119.5424717
201,119.3429128
46,123.1744441
10,107.7684956
72,120.3007956
2,115.3517345
61,114.9925284
197,108.0877899
13,111.200909
14,112.4780861
23,114.3140281
4,116.7087351
78,121.6977081
9,112.677645
36,112.3982625
120,105.7329946
32,107.0101717
21,105.4137004
32,119.0635303
88,113.954822
787,131.7554775
38,120.0613249
86,102.1808459
76,112.11888
31,129.2809469
209,114.6333224
179,114.154381
100,130.4783004
35,115.1521756
16,108.9259373
5,111.7197622
59,133.870802
1,116.0302348
20,117.3074119
14,127.2055342
32,104.4957293
118,102.899258
128,105.5733475
50,103.8970526
45,112.2386154
25,110.8017911
219,108.5268195
80,109.2053198
11,130.3984769
